ku_id,type,canonical_name,name_en,source_task
units/persons/velasquez,person,迭戈·委拉斯开兹,Diego Velázquez,front-matter
units/persons/ventura-carrara,person,文图拉·卡拉拉伯爵,Count Ventura Carrara,chp-1
units/persons/vincenzo-armanni-ch1,person,温琴佐·阿尔曼尼,Vincenzo Armanni,chp-1
units/persons/virgil,person,维吉尔,Virgil,chp-1
units/persons/virgilio-spada,person,维尔吉利奥·斯帕达,Virgilio Spada,front-matter
units/persons/vitale-bloch,person,维塔莱·布洛赫,Vitale Bloch,front-matter
units/persons/vittoria-di-lutio-loli,person,维托里娅·迪·卢蒂奥·洛利,Vittoria di Lutio Loli,front-matter
units/persons/viviano-codazzi,person,维维亚诺·科达齐,Viviano Codazzi,front-matter
units/persons/watkin-williams-wynn,person,沃特金·威廉斯-温,Watkin Williams-Wynn,front-matter
units/persons/william-john-bankes,person,威廉·约翰·班克斯,William John Bankes,front-matter
units/persons/zaccaria-sagredo,person,扎卡里亚·萨格雷多,Zaccaria Sagredo,front-matter
units/places/alnwick-castle,place,阿尼克城堡,Alnwick Castle,front-matter
units/places/augusta-sicily,place,奥古斯塔（西西里）,"Augusta, Sicily",chp-1
units/places/badminton,place,巴德明顿,Badminton,front-matter
units/places/barberini-chapel-sant-andrea-valle,place,谷地圣安德烈堂巴贝里尼礼拜堂,Barberini Chapel,front-matter
units/places/belvoir-castle,place,贝尔沃城堡,Belvoir Castle,front-matter
units/places/berlin,place,柏林,Berlin,front-matter
units/places/bologna,place,博洛尼亚,Bologna,
units/places/ca-pesaro,place,佩萨罗宫,Ca' Pesaro,front-matter
units/places/ca-rezzonico,place,雷佐尼科宫,Ca' Rezzonico,front-matter
units/places/cambridge,place,剑桥,Cambridge,front-matter
units/places/camposanto-pisa,place,比萨坎波桑托,"Camposanto, Pisa",front-matter
units/places/cappella-delci-santa-sabina,place,埃尔奇小堂,"Cappella d’Elci, Santa Sabina",front-matter
units/places/capuchin-church-rome,place,罗马嘉布遣会教堂,Capuchin Church in Rome,chp-1
units/places/castello-sforzesco,place,斯福尔扎城堡,Castello Sforzesco,front-matter
units/places/castle-howard,place,霍华德城堡,Castle Howard,front-matter
units/places/cerasi-chapel,place,切拉西礼拜堂,Cerasi Chapel,chp-1
units/places/chiesa-de-servi-bologna,place,博洛尼亚塞尔维教堂,"Chiesa de' Servi, Bologna",chp-1
units/places/chiesa-nuova,place,罗马新教堂,"Chiesa Nuova, Rome",chp-1
units/places/chiesa-san-nicola-dei-lorenesi,place,洛林人圣尼古拉堂,San Nicola dei Lorenesi,front-matter
units/places/china,place,中国,China,front-matter
units/places/chiesa-san-gregorio-messina,place,墨西拿圣额我略堂,"Church of San Gregorio, Messina",chp-1
units/places/church-of-s-rocco,place,圣洛克堂（威尼斯）,Church of S. Rocco,front-matter
units/places/church-of-the-frari,place,弗拉里教堂,Church of the Frari,front-matter
units/places/cologne,place,科隆,Cologne,front-matter
units/places/contarelli-chapel,place,孔塔雷利礼拜堂,Contarelli Chapel,chp-1
units/places/cortona,place,科尔托纳,Cortona,chp-1
units/places/delphi,place,德尔斐,Delphi,front-matter
units/places/edinburgh,place,爱丁堡,Edinburgh,front-matter
units/places/egypt,place,埃及,Egypt,front-matter
units/places/england,place,英格兰,England,
units/places/europe,place,欧洲,Europe,front-matter
units/places/florence,place,佛罗伦萨,Florence,
units/places/galerie-mazarin,place,马扎然画廊,Galerie Mazarine,front-matter
units/places/gallery-palazzo-buonaccorsi,place,布奥纳科尔西宫画廊,Gallery of Palazzo Buonaccorsi,front-matter
units/places/genoa,place,热那亚,Genoa,chp-1
units/places/gesu-rome,place,罗马耶稣堂,"Gesù, Rome",chp-1
units/places/gubbio,place,古比奥,Gubbio,chp-1
units/places/basilica-di-sant-ubaldo,place,圣乌巴尔多圣殿,Basilica of Sant'Ubaldo,chp-1
units/places/hampton-court-palace,place,汉普顿宫,Hampton Court Palace,front-matter
units/places/houston,place,休斯敦,Houston,front-matter
units/places/interior-sant-andrea-quirinale,place,奎里纳尔圣安德烈堂内部,Interior of S. Andrea al Quirinale,front-matter
units/places/italy,place,意大利,Italy,
units/places/kassel,place,卡塞尔,Kassel,front-matter
units/places/kingston-lacy,place,金斯顿莱西庄园,Kingston Lacy,front-matter
units/places/lamport-hall,place,兰波特庄园,Lamport Hall,front-matter
units/places/leeds,place,利兹,Leeds,front-matter
units/places/liverpool,place,利物浦,Liverpool,front-matter
units/places/london,place,伦敦,London,
units/places/lucca,place,卢卡,Lucca,front-matter
units/places/macerata,place,马切拉塔,Macerata,front-matter
units/places/madrid,place,马德里,Madrid,front-matter
units/places/melbourne,place,墨尔本,Melbourne,front-matter
units/places/messina,place,墨西拿,Messina,chp-1
units/places/milan,place,米兰,Milan,chp-1
units/places/modena,place,摩德纳,Modena,chp-1
units/places/molfetta,place,莫尔费塔,Molfetta,front-matter
units/places/moor-park,place,穆尔公园庄园,Moor Park,front-matter
units/places/munich,place,慕尼黑,Munich,front-matter
units/places/naples-cathedral,place,那不勒斯主教座堂,Naples Cathedral,chp-1
units/places/naples,place,那不勒斯,Naples,
units/places/new-haven,place,纽黑文,New Haven,front-matter
units/places/new-york,place,纽约,New York,front-matter
units/places/oratory-san-lorenzo-palermo,place,巴勒莫圣洛伦佐祈祷堂,Oratory of San Lorenzo,chp-1
units/places/oxford,place,牛津,Oxford,front-matter
units/places/padua,place,帕多瓦,Padua,front-matter
units/places/paese,place,帕埃塞,Paese,front-matter
units/places/palais-mazarin,place,马扎然宫,Palais Mazarin,front-matter
units/places/palatinate,place,普法尔茨,Palatinate,front-matter
units/places/palazzo-barberini,place,巴贝里尼宫,Palazzo Barberini,
units/places/palazzo-della-minerva,place,米涅瓦宫,Palazzo della Minerva,front-matter
units/places/palazzo-buonaccorsi,place,布奥纳科尔西宫,Palazzo Buonaccorsi,front-matter
units/places/palazzo-chigi-odescalchi,place,基吉—奥德斯卡尔基宫,Palazzo Chigi-Odescalchi,chp-1
units/places/palazzo-dei-conservatori,place,保守宫,Palazzo dei Conservatori,front-matter
units/places/palazzo-doria-pamfili,place,多利亚潘菲利宫,Palazzo Doria-Pamfili,chp-1
units/places/palazzo-ducale,place,总督宫（威尼斯）,Palazzo Ducale,front-matter
units/places/palazzo-pitti,place,皮蒂宫,Palazzo Pitti,
units/places/palazzo-spada,place,斯帕达宫,Palazzo Spada,front-matter
units/places/palazzo-venezia,place,威尼斯宫,Palazzo Venezia,front-matter
units/places/pamfili-country-house-valmontone,place,瓦尔蒙托内多利亚·潘菲利宫,"Palazzo Doria-Pamphilj, Valmontone",chp-1
units/places/paris,place,巴黎,Paris,front-matter
units/places/parma,place,帕尔马,Parma,
units/places/perugia,place,佩鲁贾,Perugia,chp-1
units/places/piacenza,place,皮亚琴察,Piacenza,chp-1
units/places/piazza-di-spagna,place,西班牙广场,Piazza di Spagna,chp-1
units/places/piazza-navona,place,纳沃纳广场,Piazza Navona,
units/places/pio-monte-della-misericordia-church,place,仁慈山会教堂,Church of Pio Monte della Misericordia,chp-1
units/places/pisa,place,比萨,Pisa,front-matter
units/places/pistoia,place,皮斯托亚,Pistoia,front-matter
units/places/pittsburgh,place,匹兹堡,Pittsburgh,front-matter
units/places/poggio-a-caiano,place,波焦阿卡亚诺,Poggio a Caiano,front-matter
units/places/pra-della-valle,place,Prà广场,Prà della Valle,front-matter
units/places/princeton-new-jersey,place,普林斯顿,"Princeton, New Jersey",front-matter
units/places/raleigh,place,罗利,Raleigh,front-matter
units/places/residenz-wurzburg,place,维尔茨堡宫,"Residenz, Würzburg",front-matter
units/places/rome,place,罗马,Rome,
units/places/rotterdam,place,鹿特丹,Rotterdam,front-matter
units/places/rovereto,place,罗韦雷托,Rovereto,front-matter
units/places/s-andrea-al-quirinale,place,奎里纳尔圣安德烈堂,S. Andrea al Quirinale,front-matter
units/places/s-ignazio,place,圣依纳爵堂（罗马）,S. Ignazio,front-matter
units/places/s-maria-del-giglio,place,百合圣母堂,S. Maria del Giglio,front-matter
units/places/s-sabina,place,圣撒比纳大殿,Santa Sabina all’Aventino,front-matter
units/places/saint-martin-de-re,place,圣马丹德雷,Saint-Martin-de-Ré,front-matter
units/places/san-clemente-rome,place,罗马圣克莱孟堂,"S. Clemente, Rome",front-matter
units/places/san-luigi-dei-francesi,place,法国圣路易堂,San Luigi dei Francesi,chp-1
units/places/san-sebastiano-palatine,place,帕拉蒂尼山圣塞巴斯蒂安堂,S. Sebastiano on the Palatine,chp-1
units/places/sant-agnese-piazza-navona,place,纳沃纳广场圣阿涅塞堂,S. Agnese in Piazza Navona,
units/places/sant-agostino-rome,place,罗马圣奥古斯丁圣殿,Basilica of Saint Augustine in Campo Marzio,chp-1
units/places/sant-andrea-della-valle,place,谷地圣安德烈堂,S. Andrea della Valle,
units/places/sant-antonino-piacenza,place,皮亚琴察圣安托尼诺堂,"S. Antonino, Piacenza",
units/places/santa-lucia-al-sepolcro,place,圣露西墓地圣殿,Santa Lucia al Sepolcro Sanctuary,chp-1
units/places/santa-maria-degli-angeli-messina,place,墨西拿天使圣母教堂,"Church of Santa Maria degli Angeli, Messina",chp-1
units/places/santa-maria-del-popolo,place,人民圣母堂,Santa Maria del Popolo,chp-1
units/places/santa-maria-della-scala-rome,place,罗马阶梯圣母堂,"Santa Maria della Scala, Rome",chp-1
units/places/santa-maria-maggiore,place,圣母大殿,Santa Maria Maggiore,
units/places/santa-maria-sopra-minerva,place,米涅瓦圣母堂,Santa Maria sopra Minerva,
units/places/sassoferrato,place,萨索费拉托,Sassoferrato,front-matter
units/places/savona,place,萨沃纳,Savona,front-matter
units/places/schloss-wilhelmshoehe,place,威廉高地宫,Wilhelmshöhe Palace,front-matter
units/places/sicily,place,西西里,Sicily,
units/places/spain,place,西班牙,Spain,chp-1
units/places/st-asaph,place,圣阿萨夫,St Asaph,front-matter
units/places/st-johns-co-cathedral,place,圣约翰副主教座堂,St. John's Co-Cathedral,chp-1
units/places/st-peters-basilica,place,圣彼得大殿,St Peter's Basilica,
units/places/stockholm,place,斯德哥尔摩,Stockholm,front-matter
units/places/stra,place,斯特拉,Stra,front-matter
units/places/stuttgart,place,斯图加特,Stuttgart,front-matter
units/places/temple-newsam,place,坦普尔纽萨姆庄园,Temple Newsam,front-matter
units/places/theater-auf-der-cortina,place,科尔蒂纳剧院,Theater auf der Cortina,front-matter
units/places/treviso,place,特雷维索,Treviso,front-matter
units/places/tribuna-uffizi,place,乌菲齐特里布纳厅,Tribuna of the Uffizi,front-matter
units/places/turin,place,都灵,Turin,chp-1
units/places/tuscany,place,托斯卡纳,Tuscany,front-matter
units/places/valmontone,place,瓦尔蒙托内,Valmontone,
units/places/veneto,place,威尼托,Veneto,front-matter
units/places/venice,place,威尼斯,Venice,
units/places/versailles,place,凡尔赛,Versailles,front-matter
units/places/via-margutta,place,玛古塔街,Via Margutta,chp-1
units/places/vienna,place,维也纳,Vienna,front-matter
units/places/villa-borghese,place,博尔盖塞别墅,Villa Borghese,front-matter
units/places/villa-lante-rome,place,罗马兰特别墅,"Villa Lante, Rome",front-matter
units/places/villa-loredan-paese,place,洛雷丹别墅,"Villa Loredan, Paese",front-matter
units/places/villa-pisani,place,皮萨尼别墅（斯特拉）,Villa Pisani,front-matter
units/places/wurzburg,place,维尔茨堡,Würzburg,front-matter
units/procedures/artist-title-conferral,procedure,艺术家荣衔与职位授予,Conferral of titles and offices on artists,chp-1
units/procedures/commission-contracting,procedure,委托合同订立惯例,Commission contracting,
units/procedures/commission-payment,procedure,定金、进度款与结算,"Advances, instalments and final payment",
units/procedures/exhibition-self-promotion,procedure,展览售画与自我宣传,Exhibiting paintings and self-promotion,
units/procedures/iconographic-consultation,procedure,题材与图像志协商,Consultation over subjects and iconography,
units/procedures/modello-approval,procedure,预备稿提交与批准,Submission and approval of preliminary designs,
units/procedures/patron-funded-study-travel,procedure,赞助人资助学习旅行,Patron-funded study travel,
units/procedures/patronage-introduction,procedure,保护与职业引介程序,Patronage and professional introduction,
units/procedures/per-figure-pricing,procedure,按主要人物数量计价,Pricing by principal figures,
units/procedures/studio-stock-sale,procedure,工作室存画议价与完成,Negotiating and completing studio stock,chp-1
units/terms/altarpiece,term,祭坛画,Altarpiece,
units/terms/art-dealer,term,画商,Art dealer,
units/terms/art-patronage,term,艺术赞助,Art patronage,
units/terms/artistic-independence,term,创作独立,Artistic independence,
units/terms/artistic-temperament,term,艺术家气质,Artistic temperament,
units/terms/baroque,term,巴洛克,Baroque,front-matter
units/terms/bentveughels,term,同巢之鸟,Bentveughels,chp-1
units/terms/bohemian-artists,term,艺术家“波希米亚”群体,Bohemian artists,
units/terms/bozzetto,term,构思草稿,Bozzetto,
units/terms/caparra,term,定金,Caparra,
units/terms/cavaliere-abito-cristo,term,基督骑士荣衔,Cavaliere dell’abito di Cristo,chp-1
units/terms/count-palatine,term,行宫伯爵,Count Palatine,chp-1
units/terms/devotional-picture,term,祈祷用图像,Devotional picture,chp-1
units/terms/dilettante,term,鉴赏爱好者,Dilettante,
units/terms/famiglia,term,家户,Famiglia,chp-1
units/terms/fresco,term,湿壁画技法,Fresco,
units/terms/gallery-picture,term,可移动画廊画,Gallery picture,
units/terms/genius,term,天才观,Genius,
units/terms/gentiluomo-onore,term,荣誉侍从,Gentiluomo d’onore,chp-1
units/terms/history-painting,term,历史画,History painting,
units/terms/holy-year,term,圣年,Holy Year,chp-1
units/terms/inspiration,term,灵感与热情,Inspiration / entusiasmo,chp-1
units/terms/modello,term,预备稿／模型,Modello,
units/terms/neapolitan-anti-classical-painting,term,那不勒斯反古典绘画,Neapolitan anti-classical painting,front-matter
units/terms/neo-classicism,term,新古典主义,Neo-classicism,front-matter
units/terms/nepotism,term,教皇亲族任用,Nepotism,
units/terms/news-sheets,term,新闻纸,News sheets,chp-1
units/terms/nostro-pittore,term,本府画家,Nostro pittore,
units/terms/pendant-pictures,term,成对绘画,Pendant pictures,chp-1
units/terms/platonism,term,柏拉图主义,Platonism,chp-1
units/terms/self-portrait,term,自画像,Self-portrait,
units/terms/servitu-particolare,term,特定保护人服务,Servitù particolare,
units/terms/titular-church,term,领衔教堂,Titular church,chp-1
units/terms/ultramarine,term,群青,Ultramarine / oltremare,
units/works/a-d-gabbiani-a-group-of-musicians,work,乐师群像,A Group of Musicians,front-matter
units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,work,莫拉为亚历山大七世作像,Mola painting the portrait of Pope Alexander VII,front-matter
units/works/albani-servi-altarpiece-1639,work,阿尔巴尼《圣安德烈朝拜殉道十字架》,Saint Andrew Adoring the Cross of Martyrdom,chp-1
units/works/alessandro-longhi-carlo-lodoli,work,卡洛·洛多利肖像,Portrait of Carlo Lodoli,front-matter
units/works/alessandro-longhi-g-m-sasso,work,乔万尼·马里亚·萨索肖像,Portrait of Giovanni Maria Sasso,front-matter
units/works/amigoni-jupiter-and-io,work,朱庇特与伊娥,Jupiter and Io,front-matter
units/works/amigoni-sigismund-streit,work,西吉斯蒙德·施特赖特肖像,Portrait of Sigismund Streit,front-matter
units/works/andrea-pozzo-modello-for-fresco-on-vault-of-s-ignazio,work,圣依纳爵堂拱顶壁画模型,Modello for fresco on vault of S. Ignazio,front-matter
units/works/andrea-sacchi-allegory-of-divine-wisdom,work,神圣智慧寓意,Allegory of Divine Wisdom,front-matter
units/works/antonio-verrio-fresco-on-staircase-of-hampton-court-palace,work,汉普顿宫楼梯壁画,Fresco on staircase of Hampton Court Palace,front-matter
units/works/baldassare-franceschini-fame-carrying-the-name-of-louis-xiv-to-the-temple-of-immortality,work,声名携路易十四之名入不朽殿堂,Fame carrying the name of Louis XIV to the Temple of Immortality,front-matter
units/works/baldassare-franceschini-la-burla-del-piovano-arlotto,work,阿尔洛托教区神父的玩笑,La Burla del Piovano Arlotto,front-matter
units/works/barberini-salone-bozzetto-disputed,work,巴贝里尼大厅所谓草稿（归属有争议）,Supposed bozzetto for the Barberini Salone (disputed attribution),chp-1
units/works/bernardino-castelli-teodoro-correr,work,泰奥多罗·科雷尔肖像,Portrait of Teodoro Correr,front-matter
units/works/bernini-cardinal-borghese-head,work,贝尔尼尼的博尔盖塞枢机肖像头部,Bernini’s portrait head of Cardinal Borghese,
units/works/bernini-caricature-of-cassiano-dal-pozzo,work,卡西亚诺·达尔·波佐漫画,Caricature of Cassiano dal Pozzo,front-matter
units/works/bernini-david,work,贝尔尼尼《大卫》,Bernini’s David,chp-1
units/works/bernini-louis-xiv,work,路易十四肖像,Portrait of Louis XIV,front-matter
units/works/bernini-maffeo-barberini-as-pope-urban-viii,work,乌尔班八世肖像,Maffeo Barberini as Pope Urban VIII,front-matter
units/works/bernini-thomas-baker-bust,work,贝尔尼尼的托马斯·贝克肖像胸像,Bernini’s bust of Thomas Baker,
units/works/burnacini-the-elysian-fields,work,歌剧《拉丁君权凯旋》的极乐世界,The Elysian Fields,front-matter
units/works/camassei-martyrdom-saint-sebastian,work,卡马塞伊《圣塞巴斯蒂安殉难》祭坛画,Camassei’s Martyrdom of Saint Sebastian altarpiece,
units/works/camassei-peter-paul-mamertine-modello,work,卡马塞伊《圣彼得与圣保罗在马默蒂诺监狱施洗》稿,Camassei’s modello of Saints Peter and Paul baptizing in the Mamertine Prison,chp-1
units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,work,蒂洛特森大主教寓意纪念墓,Allegorical Tomb to the memory of Archbishop Tillotson,front-matter
units/works/canaletto-dedicatory-frontispiece-to-etchings,work,蚀刻集献辞卷首图,Dedicatory frontispiece to Etchings,front-matter
units/works/canaletto-pra-della-valle-padua,work,帕多瓦Prà广场,"Prà della Valle, Padua",front-matter
units/works/canaletto-view-from-badminton-1748,work,巴德明顿景观,"View from Badminton, 1748",front-matter
units/works/canova-amadeo-swajer,work,阿马德奥·斯瓦耶尔肖像,Portrait of Amadeo Swajer,front-matter
units/works/caravaggio-adoration-shepherds,work,《牧羊人朝拜》,Adoration of the Shepherds,chp-1
units/works/caravaggio-amor-vincit-omnia,work,《爱神战胜一切》,Amor Vincit Omnia,chp-1
units/works/caravaggio-bacchus-uffizi,work,《巴克斯》,Bacchus,chp-1
units/works/caravaggio-basket-of-fruit,work,《果篮》,Basket of Fruit,chp-1
units/works/caravaggio-beheading-john-baptist,work,《施洗者圣约翰斩首》,The Beheading of Saint John the Baptist,chp-1
units/works/caravaggio-boy-bitten-lizard-london,work,《被蜥蜴咬伤的男孩》（伦敦版本）,Boy Bitten by a Lizard (London version),chp-1
units/works/caravaggio-boy-peeling-fruit-royal,work,《削水果的男孩》（皇家收藏版本）,Boy Peeling Fruit (Royal Collection version),chp-1
units/works/caravaggio-boy-with-basket-fruit,work,《提果篮的男孩》,Boy with a Basket of Fruit,chp-1
units/works/caravaggio-burial-saint-lucy,work,《圣露西下葬》,The Burial of Saint Lucy,chp-1
units/works/caravaggio-calling-peter-andrew,work,《圣彼得与圣安德烈蒙召》,The Calling of Saints Peter and Andrew,chp-1
units/works/caravaggio-calling-saint-matthew,work,《圣马太蒙召》,The Calling of Saint Matthew,chp-1
units/works/caravaggio-cardsharps-kimbell,work,《纸牌作弊者》（金贝尔版本）,The Cardsharps (Kimbell version),chp-1
units/works/caravaggio-christ-mount-olives,work,《橄榄山上的基督》,Christ on the Mount of Olives,chp-1
units/works/caravaggio-conversion-damascus-cerasi,work,《大马士革路上的归化》,Conversion on the Way to Damascus,chp-1
units/works/caravaggio-conversion-saint-paul-first,work,《圣保罗归化》（第一版）,The Conversion of Saint Paul (first version),
units/works/caravaggio-conversion-saint-paul,work,卡拉瓦乔《圣保罗归化》委托,Caravaggio’s Conversion of Saint Paul commission,chp-1
units/works/caravaggio-crucifixion-saint-peter,work,《圣彼得钉十字架》,Crucifixion of Saint Peter,chp-1
units/works/caravaggio-david-goliath-borghese,work,《大卫与歌利亚之首》（博尔盖塞版本）,David with the Head of Goliath (Borghese version),chp-1
units/works/caravaggio-death-virgin,work,《圣母之死》,Death of the Virgin,chp-1
units/works/caravaggio-denial-saint-peter,work,《圣彼得不认主》,The Denial of Saint Peter,chp-1
units/works/caravaggio-ecce-homo-madrid,work,《看这个人》（马德里对象）,Ecce Homo (Madrid object),chp-1
units/works/caravaggio-entombment-christ,work,《基督下葬》,The Entombment of Christ,
units/works/caravaggio-fortune-teller-capitoline,work,《算命者》（卡比托利欧第一版）,The Fortune Teller (Capitoline first version),chp-1
units/works/caravaggio-fortune-teller-louvre,work,《算命者》（卢浮宫第二版）,The Fortune Teller (Louvre second version),chp-1
units/works/caravaggio-giustiniani-rejected-altarpiece,work,《圣马太与天使》（第一版）,Saint Matthew and the Angel (first version),
units/works/caravaggio-incredulity-thomas-ecclesiastical,work,《多疑的圣多马》（所谓“教会版本”）,The Incredulity of Saint Thomas (so-called Ecclesiastical version),chp-1
units/works/caravaggio-incredulity-thomas-sanssouci,work,《多疑的圣多马》（无忧宫版本）,The Incredulity of Saint Thomas (Sanssouci version),chp-1
units/works/caravaggio-inspiration-saint-matthew,work,《圣马太的启示》,The Inspiration of Saint Matthew,chp-1
units/works/caravaggio-john-baptist-borghese,work,《施洗者约翰》（博尔盖塞版本）,Saint John the Baptist (Borghese version),chp-1
units/works/caravaggio-john-baptist-ram-capitoline,work,《施洗者约翰与公羊》,Young Saint John the Baptist with a Ram,chp-1
units/works/caravaggio-judith-barberini,work,《朱迪斯斩杀赫罗弗尼斯》（巴贝里尼宫版本）,Judith Beheading Holofernes (Palazzo Barberini version),
units/works/caravaggio-judith-toulouse,work,《朱迪斯斩杀赫罗弗尼斯》（图卢兹对象）,Judith Beheading Holofernes (Toulouse object),chp-1
units/works/caravaggio-lute-player-hermitage,work,《鲁特琴演奏者》（艾尔米塔什版本）,The Lute Player (Hermitage version),chp-1
units/works/caravaggio-madonna-loreto,work,《洛雷托圣母》,Madonna di Loreto,chp-1
units/works/caravaggio-madonna-palafrenieri,work,《马夫圣母》,Madonna and Child with Saint Anne (Madonna dei Palafrenieri),
units/works/caravaggio-madonna-rosary,work,《玫瑰经圣母》,Madonna of the Rosary,chp-1
units/works/caravaggio-maffeo-barberini,work,马费奥·巴贝里尼肖像,Maffeo Barberini,
units/works/caravaggio-martha-mary-magdalene,work,《马大与抹大拉的马利亚》,Martha and Mary Magdalene,chp-1
units/works/caravaggio-martyrdom-saint-matthew,work,《圣马太殉难》,The Martyrdom of Saint Matthew,chp-1
units/works/caravaggio-martyrdom-saint-peter,work,卡拉瓦乔《圣彼得殉难》委托,Caravaggio’s Martyrdom of Saint Peter commission,chp-1
units/works/caravaggio-martyrdom-saint-ursula,work,《圣乌尔苏拉殉难》,The Martyrdom of Saint Ursula,chp-1
units/works/caravaggio-medusa-murtola,work,《美杜莎》（穆尔托拉版本）,Medusa Murtola,chp-1
units/works/caravaggio-medusa-uffizi,work,《美杜莎》（乌菲齐版本）,Medusa (Uffizi version),chp-1
units/works/caravaggio-musicians,work,《音乐家们》,The Musicians,chp-1
units/works/caravaggio-narcissus,work,《水仙》,Narcissus,chp-1
units/works/caravaggio-nativity-palermo,work,《圣方济各与圣劳伦斯在场的耶稣诞生》,Nativity with Saint Francis and Saint Lawrence,chp-1
units/works/caravaggio-penitent-magdalene,work,《悔罪的抹大拉》,Penitent Magdalene,chp-1
units/works/caravaggio-portrait-fillide,work,《菲利德·梅兰德罗尼肖像》,Portrait of Fillide Melandroni,chp-1
units/works/caravaggio-portrait-wignacourt,work,《阿洛夫·德·维尼亚库尔与侍从肖像》,Portrait of Alof de Wignacourt and his Page,chp-1
units/works/caravaggio-raising-lazarus,work,《拉撒路复活》,The Raising of Lazarus,chp-1
units/works/caravaggio-rest-flight-egypt,work,《逃往埃及途中的休息》,Rest on the Flight into Egypt,chp-1
units/works/caravaggio-sacrifice-isaac-princeton,work,《以撒献祭》（原普林斯顿旧藏版本）,Sacrifice of Isaac (former Princeton version),chp-1
units/works/caravaggio-sacrifice-isaac-uffizi,work,《以撒献祭》（乌菲齐版本）,Sacrifice of Isaac (Uffizi version),chp-1
units/works/caravaggio-saint-augustine-disputed,work,《圣奥古斯丁》（2011年公布对象）,Saint Augustine (object announced in 2011),chp-1
units/works/caravaggio-saint-catherine-alexandria,work,《亚历山大的圣凯瑟琳》,Saint Catherine of Alexandria,chp-1
units/works/caravaggio-saint-francis-ecstasy,work,《圣方济各入神》,Saint Francis of Assisi in Ecstasy,chp-1
units/works/caravaggio-saint-jerome-borghese,work,《书写中的圣哲罗姆》（博尔盖塞版本）,Saint Jerome Writing (Borghese version),chp-1
units/works/caravaggio-saint-jerome-valletta,work,《书写中的圣哲罗姆》（瓦莱塔版本）,Saint Jerome Writing (Valletta version),chp-1
units/works/caravaggio-salome-madrid,work,《莎乐美与施洗者圣约翰之首》（马德里版本）,Salome with the Head of John the Baptist (Madrid version),chp-1
units/works/caravaggio-seven-works-mercy,work,《七件善事》,The Seven Works of Mercy,
units/works/caravaggio-supper-emmaus-london,work,《以马忤斯的晚餐》（伦敦版本）,Supper at Emmaus (London version),chp-1
units/works/caravaggio-taking-christ-dublin,work,《逮捕基督》（都柏林版本）,The Taking of Christ (Dublin version),chp-1
units/works/caravaggio-taking-christ-odesa,work,《逮捕基督》（敖德萨复制品）,The Taking of Christ (Odesa copy),chp-1
units/works/caravaggio-young-sick-bacchus,work,《生病的巴克斯》,Young Sick Bacchus,chp-1
units/works/carlo-dolci-sir-john-finch,work,约翰·芬奇爵士肖像,Portrait of Sir John Finch,front-matter
units/works/carlo-dolci-sir-thomas-baines,work,托马斯·贝恩斯,Sir Thomas Baines,front-matter
units/works/carlo-maratta-cardinal-antonio-barberini,work,安东尼奥·巴贝里尼枢机,Cardinal Antonio Barberini,front-matter
units/works/carlo-maratta-charles-fox,work,查尔斯·福克斯肖像,Portrait of Charles Fox,front-matter
units/works/carlo-maratta-sir-thomas-isham,work,托马斯·伊舍姆,Sir Thomas Isham,front-matter
units/works/claude-mellan-vincenzo-giustiniani,work,文琴佐·朱斯蒂尼亚尼肖像,Portrait of Vincenzo Giustiniani,front-matter
units/works/claude-view-of-delphi-with-a-procession,work,有队列的德尔斐景观,View of Delphi with a Procession,front-matter
units/works/comedy-performed-1635,work,1635 年演出的喜剧（题名未明）,Unidentified comedy performed in 1635,chp-1
units/works/cortona-doria-pamfili-modelli-disputed,work,归于科尔托纳的多里亚—潘菲利画廊稿组（有争议）,Doria-Pamfili modelli attributed to Cortona (disputed),chp-1
units/works/domenichino-hunt-of-diana,work,狄安娜狩猎,Hunt of Diana,front-matter
units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,work,Prà广场整治原始方案,Original proposals for reclaiming Prà della Valle,front-matter
units/works/facade-of-s-maria-del-giglio,work,百合圣母堂立面,Facade of S. Maria del Giglio,front-matter
units/works/ferri-laparelli-altarpiece,work,费里《荣耀中的圣母与诸圣》（拉帕雷利祭坛）,Ciro Ferri’s Virgin in Glory with Saints for the Laparelli altar,chp-1
units/works/ferri-sant-agnese-cupola,work,费里《圣阿涅塞被引入天堂荣耀》穹顶壁画,Ferri’s Saint Agnes Introduced to the Glory of Paradise,
units/works/ferri-sant-agnese-modello,work,费里圣阿涅塞穹顶彩色稿,Ferri’s coloured modello for the S. Agnese cupola,chp-1
units/works/fortune-salvator-rosa,work,罗萨命运,Fortune by Salvator Rosa,front-matter
units/works/francesco-algarotti,work,弗朗切斯科·阿尔加罗蒂肖像,Portrait of Francesco Algarotti,front-matter
units/works/francesco-fanelli-charles-i,work,查理一世肖像,Portrait of Charles I,front-matter
units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,work,约翰·斯特兰奇别墅景观,View of John Strange's villa at Paese near Treviso,front-matter
units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,work,托斯卡纳大公子费迪南多肖像,Portrait of Grand Prince Ferdinand of Tuscany,front-matter
