mention_id,segment_id,candidate_id,surface_form,start_char,end_char,note
m-chp1-secii-0374,chp-1:01_CHP-1_sec_ii:l168-239,cand-1258,Guercino,6092,6100,Sender of the cited 1649 letter.
m-chp1-secii-0375,chp-1:01_CHP-1_sec_ii:l168-239,cand-2297,Don Antonio Ruffe,6104,6121,Recipient; source transcription spelling is an OCR variant of Ruffo confirmed in the processing record.
m-chp1-secii-0376,chp-1:01_CHP-1_sec_ii:l28-38,cand-2377,Saverio Savini,2880,2894,Painter in the Gubbio 1608 contract example.
m-chp1-secii-0377,chp-1:01_CHP-1_sec_ii:l28-38,cand-3113,Gubbio,2898,2904,Place of the 1608 commission example.
m-chp1-secii-0378,chp-1:01_CHP-1_sec_ii:l28-38,cand-3477,Gualandi,2926,2934,Publication author cited for the contract.
m-chp1-secii-0379,chp-1:01_CHP-1_sec_ii:l28-38,cand-1671,Mario Minnitti,2954,2968,Painter in the 1617 Augusta example; the source transcription differs from index spelling Minitti.
m-chp1-secii-0380,chp-1:01_CHP-1_sec_ii:l28-38,cand-3107,Augusta,2972,2979,Place of the 1617 commission example; candidate identifies Augusta in Sicily.
m-chp1-secii-0381,chp-1:01_CHP-1_sec_ii:l28-38,cand-3423,Sicily,2981,2987,Geographic qualifier in the place name Augusta (Sicily).
m-chp1-secii-0382,chp-1:01_CHP-1_sec_ii:l28-38,cand-3478,Giuseppe Agnello,3011,3027,Publication author cited for the contract.
m-chp1-secii-0383,chp-1:01_CHP-1_sec_ii:l168-239,cand-1713,Pietro Mulier,123,136,Painter in the Duke of Bracciano departure example.
m-chp1-secii-0384,chp-1:01_CHP-1_sec_ii:l168-239,cand-3479,Duke of Bracciano,85,102,Title-holder in the departure example; identity not stated here.
m-chp1-secii-0385,chp-1:01_CHP-1_sec_ii:l168-239,cand-1676,Pier Francesco Mola,172,191,Painter employed at Valmontone.
m-chp1-secii-0386,chp-1:01_CHP-1_sec_ii:l168-239,cand-1676,Pier Francesco Mola,4131,4150,Painter employed at Valmontone.
m-chp1-secii-0387,chp-1:01_CHP-1_sec_ii:l168-239,cand-1676,Pier Francesco Mola,5382,5401,Painter employed at Valmontone.
m-chp1-secii-0388,chp-1:01_CHP-1_sec_ii:l168-239,cand-3480,Guglielmo Cortese,196,213,Painter employed at Valmontone.
m-chp1-secii-0389,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,143,147,Departure destination.
m-chp1-secii-0390,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,715,719,Departure destination.
m-chp1-secii-0391,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,2253,2257,Departure destination.
m-chp1-secii-0392,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,3622,3626,Departure destination.
m-chp1-secii-0393,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,5999,6003,Departure destination.
m-chp1-secii-0394,chp-1:01_CHP-1_sec_ii:l168-239,cand-3126,Rome,8224,8228,Departure destination.
m-chp1-secii-0395,chp-1:01_CHP-1_sec_ii:l168-239,cand-3431,Valmontone,253,263,Place where Mola and Cortese were employed.
m-chp1-secii-0396,chp-1:01_CHP-1_sec_ii:l168-239,cand-3431,Valmontone,1736,1746,Place where Mola and Cortese were employed.
m-chp1-secii-0397,chp-1:01_CHP-1_sec_ii:l168-239,cand-3431,Valmontone,4175,4185,Place where Mola and Cortese were employed.
m-chp1-secii-0398,chp-1:01_CHP-1_sec_ii:l168-239,cand-3431,Valmontone,5421,5431,Place where Mola and Cortese were employed.
m-chp1-secii-0399,chp-1:01_CHP-1_sec_ii:l168-239,cand-1814,Prince Pamfili,312,326,Employer at Valmontone; existing chapter candidate retained.
m-chp1-secii-0400,chp-1:01_CHP-1_sec_ii:l168-239,cand-1814,Prince Pamfili,5204,5218,Employer at Valmontone; existing chapter candidate retained.
m-chp1-secii-0401,chp-1:01_CHP-1_sec_ii:l168-239,cand-3099,Salvator Rosa,517,530,Painter named in the chapter cross-reference.
m-chp1-secii-0402,chp-1:01_CHP-1_sec_ii:l168-239,cand-3099,Salvator Rosa,9324,9337,Painter named in the chapter cross-reference.
m-chp1-secii-0403,chp-1:01_CHP-1_sec_ii:l168-239,cand-3004,Benedetto Luti,9998,10012,Painter named in the chapter cross-reference.
m-chp1-secii-0404,chp-1:01_CHP-1_sec_ii:l168-239,cand-1935,Paolo Girolamo Piola,568,588,Painter described as seeking residence apart from his patron.
m-chp1-secii-0405,chp-1:01_CHP-1_sec_ii:l168-239,cand-1809,Marchese Pallavicini,678,698,Patron in Piola’s residence example.
m-chp1-secii-0406,chp-1:01_CHP-1_sec_ii:l168-239,cand-0673,Cardinal Flavio Chigi,821,842,Patron who granted Mario de’ Fiori a monthly allowance.
m-chp1-secii-0407,chp-1:01_CHP-1_sec_ii:l168-239,cand-3080,Mario de’ Fiori,848,863,Painter receiving the allowance.
m-chp1-secii-0408,chp-1:01_CHP-1_sec_ii:l168-239,cand-3481,Claude,935,941,Painter referred to only as Claude; identity unresolved.
m-chp1-secii-0409,chp-1:01_CHP-1_sec_ii:l168-239,cand-1124,Camillo Gavasetti,1040,1057,Painter whose 1624 Piacenza fresco commission is quoted.
m-chp1-secii-0410,chp-1:01_CHP-1_sec_ii:l168-239,cand-1124,Camillo Gavasetti,5535,5552,Painter whose 1624 Piacenza fresco commission is quoted.
m-chp1-secii-0411,chp-1:01_CHP-1_sec_ii:l168-239,cand-3482,S. Antonino,1008,1019,Church named as the site of Gavasetti’s frescoes.
m-chp1-secii-0412,chp-1:01_CHP-1_sec_ii:l168-239,cand-3483,Piacenza,1023,1031,City where Gavasetti’s frescoes were commissioned.
m-chp1-secii-0413,chp-1:01_CHP-1_sec_ii:l168-239,cand-3483,Piacenza,5617,5625,City where Gavasetti’s frescoes were commissioned.
m-chp1-secii-0414,chp-1:01_CHP-1_sec_ii:l168-239,cand-3484,SS. i Deputati,1087,1101,Executing committee named in the commission; OCR form retained.
m-chp1-secii-0415,chp-1:01_CHP-1_sec_ii:l168-239,cand-2186,Sebastiano Ricci,1306,1322,Painter required to produce a Bologna commission.
m-chp1-secii-0416,chp-1:01_CHP-1_sec_ii:l168-239,cand-3485,Confraternità di S. Giovanni Battista Decollato,1343,1390,Commissioning confraternity in Bologna.
m-chp1-secii-0417,chp-1:01_CHP-1_sec_ii:l168-239,cand-3398,Bologna,1394,1401,City of Ricci’s commission.
m-chp1-secii-0418,chp-1:01_CHP-1_sec_ii:l168-239,cand-3398,Bologna,5172,5179,City of Ricci’s commission.
m-chp1-secii-0419,chp-1:01_CHP-1_sec_ii:l168-239,cand-3486,La Decolatione di S. Gio. Battista,1412,1446,Work title as transcribed in the cited commission.
m-chp1-secii-0420,chp-1:01_CHP-1_sec_ii:l168-239,cand-3487,Vincenzo Armarmi,1636,1652,Sender of the undated letter about villa decoration; identity unresolved.
m-chp1-secii-0421,chp-1:01_CHP-1_sec_ii:l168-239,cand-1814,Camillo Pamfili,1668,1683,Recipient of Armarmi’s letter and villa patron.
m-chp1-secii-0422,chp-1:01_CHP-1_sec_ii:l168-239,cand-0484,Andrea Camassei,1765,1780,Artist identified in the receipt example.
m-chp1-secii-0423,chp-1:01_CHP-1_sec_ii:l168-239,cand-2124,Guido Reni,1981,1991,Painter named in the comparison about subject treatment.
m-chp1-secii-0424,chp-1:01_CHP-1_sec_ii:l168-239,cand-2016,Poussin,1998,2005,Painter named in the comparison about subject treatment.
m-chp1-secii-0425,chp-1:01_CHP-1_sec_ii:l168-239,cand-3488,Massacre of the Innocents,2026,2051,Named subject/title of the painters’ treatments; versions unresolved.
m-chp1-secii-0426,chp-1:01_CHP-1_sec_ii:l168-239,cand-1170,Onorato Gini,2259,2271,Savoy Resident in Rome who summarized Cortona’s position.
m-chp1-secii-0427,chp-1:01_CHP-1_sec_ii:l168-239,cand-0342,Pietro da Cortona,3011,3028,Painter whose response to the proposed subject is reported.
m-chp1-secii-0428,chp-1:01_CHP-1_sec_ii:l168-239,cand-1359,Lanfranco,2716,2725,Painter whose canvas practice is discussed.
m-chp1-secii-0429,chp-1:01_CHP-1_sec_ii:l168-239,cand-1359,Lanfranco,2906,2915,Painter whose canvas practice is discussed.
m-chp1-secii-0430,chp-1:01_CHP-1_sec_ii:l168-239,cand-3489,L. Grassi,2938,2947,Author of the disputed modello publication; identity unresolved.
m-chp1-secii-0431,chp-1:01_CHP-1_sec_ii:l168-239,cand-3490,Palazzo Doria-Pamfili,3068,3089,Palazzo whose gallery ceiling is the subject of the disputed modelli.
m-chp1-secii-0432,chp-1:01_CHP-1_sec_ii:l168-239,cand-2802,Professor Waterhouse,3274,3294,Scholar who reported the Camassei modello.
m-chp1-secii-0433,chp-1:01_CHP-1_sec_ii:l168-239,cand-0484,Camassei,1772,1780,Artist associated with the reported modello.
m-chp1-secii-0434,chp-1:01_CHP-1_sec_ii:l168-239,cand-0484,Camassei,3347,3355,Artist associated with the reported modello.
m-chp1-secii-0435,chp-1:01_CHP-1_sec_ii:l168-239,cand-0484,Camassei,4919,4927,Artist associated with the reported modello.
m-chp1-secii-0436,chp-1:01_CHP-1_sec_ii:l168-239,cand-3491,Saints Peter and Paul baptising in the Mammcrtine prison,3357,3413,Modello title/description; OCR form retained and exact object unresolved.
m-chp1-secii-0437,chp-1:01_CHP-1_sec_ii:l168-239,cand-3464,Barberini,3198,3207,Family that formerly owned the Camassei modello.
m-chp1-secii-0438,chp-1:01_CHP-1_sec_ii:l168-239,cand-3464,Barberini,3437,3446,Family that formerly owned the Camassei modello.
m-chp1-secii-0439,chp-1:01_CHP-1_sec_ii:l168-239,cand-3492,Pinacoteca Vaticana,3462,3481,Current repository named for the modello.
m-chp1-secii-0440,chp-1:01_CHP-1_sec_ii:l168-239,cand-3493,Andrea Sacelli,3530,3544,Artist named in the note; source spelling retained and identity unresolved.
m-chp1-secii-0441,chp-1:01_CHP-1_sec_ii:l168-239,cand-3494,Capuchin church in Rome,3603,3626,Church associated with an altarpiece modello; exact church unresolved.
m-chp1-secii-0442,chp-1:01_CHP-1_sec_ii:l168-239,cand-3495,Colnaghi’s,3670,3680,London gallery named as a prior dealer of a modello.
m-chp1-secii-0443,chp-1:01_CHP-1_sec_ii:l168-239,cand-1494,Denis Mahon,3739,3750,Collector named as current owner of a modello.
m-chp1-secii-0444,chp-1:01_CHP-1_sec_ii:l168-239,cand-0342,Cortona,2348,2355,Surname-only reference to painter Pietro da Cortona in the Gini letter; not the city.
m-chp1-secii-0445,chp-1:01_CHP-1_sec_ii:l168-239,cand-3111,Cortona,4400,4407,City where Ferri’s altarpiece was commissioned.
m-chp1-secii-0446,chp-1:01_CHP-1_sec_ii:l168-239,cand-0021,Francesco Albani,3970,3986,Painter receiving a large advance in 1639.
m-chp1-secii-0447,chp-1:01_CHP-1_sec_ii:l168-239,cand-3021,Ciro Ferri,9679,9689,Painter receiving an advance for an altarpiece in Cortona.
m-chp1-secii-0448,chp-1:01_CHP-1_sec_ii:l168-239,cand-1364,Annibale Laparclli,4412,4430,Patron named in transcription; OCR spelling differs from index form Laparelli.
m-chp1-secii-0449,chp-1:01_CHP-1_sec_ii:l168-239,cand-3496,Berlingete Gessi,4552,4568,Author of the cited 1647 letter about material payments.
m-chp1-secii-0450,chp-1:01_CHP-1_sec_ii:l168-239,cand-1790,Don Cesare Leopardi d’Osimo,4572,4599,Recipient of Gessi’s 1647 letter.
m-chp1-secii-0451,chp-1:01_CHP-1_sec_ii:l168-239,cand-3016,Carlo Quarisinini,4822,4839,Author of the 1696 letter; source spelling retained.
m-chp1-secii-0452,chp-1:01_CHP-1_sec_ii:l168-239,cand-3497,Conte Ventura Carrara,4843,4864,Recipient of Quarisinini’s 1696 letter.
m-chp1-secii-0453,chp-1:01_CHP-1_sec_ii:l168-239,cand-1217,Bonifazio Gozadini,5039,5057,Painter promising materials for Albani’s altarpiece.
m-chp1-secii-0454,chp-1:01_CHP-1_sec_ii:l168-239,cand-3104,Urban VIII,4956,4966,Pope who contracted with Camassei in 1633.
m-chp1-secii-0455,chp-1:01_CHP-1_sec_ii:l168-239,cand-2061,Mattia Preti,5695,5707,Painter whose letters are cited as examples.
m-chp1-secii-0456,chp-1:01_CHP-1_sec_ii:l168-239,cand-1134,Artemisia Gentileschi,5712,5733,Painter whose letters are cited as examples.
m-chp1-secii-0457,chp-1:01_CHP-1_sec_ii:l168-239,cand-3498,Incisa della Rocchetta,17,39,Bibliographic author cited in the footnote; full identity unresolved.
m-chp1-secii-0458,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,56,63,Author cited for historical examples and later assessments.
m-chp1-secii-0459,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,152,159,Author cited for historical examples and later assessments.
m-chp1-secii-0460,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,420,427,Author cited for historical examples and later assessments.
m-chp1-secii-0461,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,2544,2551,Author cited for historical examples and later assessments.
m-chp1-secii-0462,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,3842,3849,Author cited for historical examples and later assessments.
m-chp1-secii-0463,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,6457,6464,Author cited for historical examples and later assessments.
m-chp1-secii-0464,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,7171,7178,Author cited for historical examples and later assessments.
m-chp1-secii-0465,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,7476,7483,Author cited for historical examples and later assessments.
m-chp1-secii-0466,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,7660,7667,Author cited for historical examples and later assessments.
m-chp1-secii-0467,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,7756,7763,Author cited for historical examples and later assessments.
m-chp1-secii-0468,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,8377,8384,Author cited for historical examples and later assessments.
m-chp1-secii-0469,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,8515,8522,Author cited for historical examples and later assessments.
m-chp1-secii-0470,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,8737,8744,Author cited for historical examples and later assessments.
m-chp1-secii-0471,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,8767,8774,Author cited for historical examples and later assessments.
m-chp1-secii-0472,chp-1:01_CHP-1_sec_ii:l168-239,cand-1842,Pascoli,10024,10031,Author cited for historical examples and later assessments.
m-chp1-secii-0473,chp-1:01_CHP-1_sec_ii:l168-239,cand-1856,Passeri,347,354,Author cited for the local example.
m-chp1-secii-0474,chp-1:01_CHP-1_sec_ii:l168-239,cand-1856,Passeri,8426,8433,Author cited for the local example.
m-chp1-secii-0475,chp-1:01_CHP-1_sec_ii:l168-239,cand-2650,Trevisani,407,416,Artist whose unpublished life is cited.
m-chp1-secii-0476,chp-1:01_CHP-1_sec_ii:l168-239,cand-3499,Battisti,473,481,Bibliographic author cited by short surname; identity unresolved.
m-chp1-secii-0477,chp-1:01_CHP-1_sec_ii:l168-239,cand-3500,Soprani,798,805,Bibliographic author cited for Piola’s residence example; identity unresolved.
m-chp1-secii-0478,chp-1:01_CHP-1_sec_ii:l168-239,cand-3501,Golzio,896,902,Bibliographic author cited for the Chigi allowance example; identity unresolved.
m-chp1-secii-0479,chp-1:01_CHP-1_sec_ii:l168-239,cand-3501,Golzio,3781,3787,Bibliographic author cited for the Chigi allowance example; identity unresolved.
m-chp1-secii-0480,chp-1:01_CHP-1_sec_ii:l168-239,cand-3502,Rothlisberger,946,959,Scholar cited concerning Claude; identity unresolved.
m-chp1-secii-0481,chp-1:01_CHP-1_sec_ii:l168-239,cand-3477,Gualandi,1278,1286,Cited author/editor of the commission records.
m-chp1-secii-0482,chp-1:01_CHP-1_sec_ii:l168-239,cand-3477,Gualandi,4082,4090,Cited author/editor of the commission records.
m-chp1-secii-0483,chp-1:01_CHP-1_sec_ii:l168-239,cand-3477,Gualandi,4432,4440,Cited author/editor of the commission records.
m-chp1-secii-0484,chp-1:01_CHP-1_sec_ii:l168-239,cand-3477,Gualandi,4634,4642,Cited author/editor of the commission records.
m-chp1-secii-0485,chp-1:01_CHP-1_sec_ii:l168-239,cand-3477,Gualandi,5627,5635,Cited author/editor of the commission records.
m-chp1-secii-0486,chp-1:01_CHP-1_sec_ii:l168-239,cand-3503,von Derschau,1521,1533,Cited author of the Ricci commission record; identity unresolved.
m-chp1-secii-0487,chp-1:01_CHP-1_sec_ii:l168-239,cand-3413,Montalto,327,335,Cited source; authorship and work identity unresolved.
m-chp1-secii-0488,chp-1:01_CHP-1_sec_ii:l168-239,cand-3413,Montalto,1571,1579,Cited source; authorship and work identity unresolved.
m-chp1-secii-0489,chp-1:01_CHP-1_sec_ii:l168-239,cand-3413,Montalto,4272,4280,Cited source; authorship and work identity unresolved.
m-chp1-secii-0490,chp-1:01_CHP-1_sec_ii:l168-239,cand-3413,Montalto,5501,5509,Cited source; authorship and work identity unresolved.
m-chp1-secii-0491,chp-1:01_CHP-1_sec_ii:l168-239,cand-3413,Montalto,5649,5657,Cited source; authorship and work identity unresolved.
m-chp1-secii-0492,chp-1:01_CHP-1_sec_ii:l168-239,cand-3504,Bertolotti,1813,1823,Publisher/editor of the cited Camassei receipt; full identity unresolved.
m-chp1-secii-0493,chp-1:01_CHP-1_sec_ii:l168-239,cand-3505,Artisti bolognesi,1825,1842,Abbreviated publication title cited for the receipt; full title unresolved.
m-chp1-secii-0494,chp-1:01_CHP-1_sec_ii:l168-239,cand-3506,Friedlaender,2104,2116,Scholar cited concerning the Reni and Poussin examples; identity unresolved.
m-chp1-secii-0495,chp-1:01_CHP-1_sec_ii:l168-239,cand-3506,Friedlaender,2620,2632,Scholar cited concerning the Reni and Poussin examples; identity unresolved.
m-chp1-secii-0496,chp-1:01_CHP-1_sec_ii:l168-239,cand-3507,Bottari,2154,2161,Editor/source cited for the 1690 letter; identity unresolved.
m-chp1-secii-0497,chp-1:01_CHP-1_sec_ii:l168-239,cand-3507,Bottari,4889,4896,Editor/source cited for the 1690 letter; identity unresolved.
m-chp1-secii-0498,chp-1:01_CHP-1_sec_ii:l168-239,cand-3507,Bottari,9032,9039,Editor/source cited for the 1690 letter; identity unresolved.
m-chp1-secii-0499,chp-1:01_CHP-1_sec_ii:l168-239,cand-3508,Claretta,2296,2304,Author of the Gini letter summary; full identity unresolved.
m-chp1-secii-0500,chp-1:01_CHP-1_sec_ii:l168-239,cand-3509,Costello,2565,2573,Scholar cited for Lanfranco’s canvas practice; identity unresolved.
m-chp1-secii-0501,chp-1:01_CHP-1_sec_ii:l168-239,cand-3509,Costello,2918,2926,Scholar cited for Lanfranco’s canvas practice; identity unresolved.
m-chp1-secii-0502,chp-1:01_CHP-1_sec_ii:l168-239,cand-3509,Costello,6179,6187,Scholar cited for Lanfranco’s canvas practice; identity unresolved.
m-chp1-secii-0503,chp-1:01_CHP-1_sec_ii:l168-239,cand-3510,Pollak,2683,2689,Author/editor of the Lanfranco letter publication; identity unresolved.
m-chp1-secii-0504,chp-1:01_CHP-1_sec_ii:l168-239,cand-3511,Brigand,3137,3144,Scholar cited on the disputed Cortona modelli; identity unresolved.
m-chp1-secii-0505,chp-1:01_CHP-1_sec_ii:l168-239,cand-2818,Wittkower,3754,3763,Scholar cited in the bibliography and Bernini assessment.
m-chp1-secii-0506,chp-1:01_CHP-1_sec_ii:l168-239,cand-2818,Wittkower,6579,6588,Scholar cited in the bibliography and Bernini assessment.
m-chp1-secii-0507,chp-1:01_CHP-1_sec_ii:l168-239,cand-3513,Tacchi-Venturi,3810,3824,Bibliographic author cited for the Bernini context; identity unresolved.
m-chp1-secii-0508,chp-1:01_CHP-1_sec_ii:l168-239,cand-3514,Mancini,5759,5766,Author cited for the correspondence example; identity unresolved.
m-chp1-secii-0509,chp-1:01_CHP-1_sec_ii:l168-239,cand-3515,Luzio,2177,2182,Author cited for contract and correspondence examples; identity unresolved.
m-chp1-secii-0510,chp-1:01_CHP-1_sec_ii:l168-239,cand-3515,Luzio,5181,5186,Author cited for contract and correspondence examples; identity unresolved.
m-chp1-secii-0511,chp-1:01_CHP-1_sec_ii:l168-239,cand-3515,Luzio,5781,5786,Author cited for contract and correspondence examples; identity unresolved.
m-chp1-secii-0512,chp-1:01_CHP-1_sec_ii:l168-239,cand-3515,Luzio,6063,6068,Author cited for contract and correspondence examples; identity unresolved.
m-chp1-secii-0513,chp-1:01_CHP-1_sec_ii:l168-239,cand-3516,Faldi,5797,5802,Author cited for the correspondence example; identity unresolved.
m-chp1-secii-0514,chp-1:01_CHP-1_sec_ii:l168-239,cand-3517,Ferdinand Boyer,5918,5933,Editor/author publishing the Salviati letter; identity unresolved.
m-chp1-secii-0515,chp-1:01_CHP-1_sec_ii:l168-239,cand-3014,Malvasia,6257,6265,Author whose qualification about the Pope’s words is quoted.
m-chp1-secii-0516,chp-1:01_CHP-1_sec_ii:l168-239,cand-3014,Malvasia,6391,6399,Author whose qualification about the Pope’s words is quoted.
m-chp1-secii-0517,chp-1:01_CHP-1_sec_ii:l168-239,cand-3518,Pope,6310,6314,The reported speaker is identified only by office; identity unresolved.
m-chp1-secii-0518,chp-1:01_CHP-1_sec_ii:l168-239,cand-3519,Fraschetti,6414,6424,Author cited for Bernini testimony and prices; identity unresolved.
m-chp1-secii-0519,chp-1:01_CHP-1_sec_ii:l168-239,cand-3519,Fraschetti,6888,6898,Author cited for Bernini testimony and prices; identity unresolved.
m-chp1-secii-0520,chp-1:01_CHP-1_sec_ii:l168-239,cand-3046,Bernini,6509,6516,Artist whose reputation and prices are discussed.
m-chp1-secii-0521,chp-1:01_CHP-1_sec_ii:l168-239,cand-3046,Bernini,6929,6936,Artist whose reputation and prices are discussed.
m-chp1-secii-0522,chp-1:01_CHP-1_sec_ii:l168-239,cand-0163,Thomas Baker,6732,6744,English sculptor named as maker of the cited bust.
m-chp1-secii-0523,chp-1:01_CHP-1_sec_ii:l168-239,cand-3520,Victoria and Albert Museum,6769,6795,Current repository of Baker’s bust.
m-chp1-secii-0524,chp-1:01_CHP-1_sec_ii:l168-239,cand-3031,Baldinucci,7633,7643,Source cited for Baker’s bust and Bernini’s prices.
m-chp1-secii-0525,chp-1:01_CHP-1_sec_ii:l168-239,cand-3031,Baldinucci,9509,9519,Source cited for Baker’s bust and Bernini’s prices.
m-chp1-secii-0526,chp-1:01_CHP-1_sec_ii:l168-239,cand-2560,Fulvio Testi,6835,6847,Letter sender whose correspondence documents Bernini’s prices.
m-chp1-secii-0527,chp-1:01_CHP-1_sec_ii:l168-239,cand-1046,Conte Francesco Fontana,6851,6874,Recipient of Testi’s letter.
m-chp1-secii-0528,chp-1:01_CHP-1_sec_ii:l168-239,cand-3011,Cardinal Borghese,7042,7059,Patron/client named in the Bernini price example.
m-chp1-secii-0529,chp-1:01_CHP-1_sec_ii:l168-239,cand-3521,Fabbrica di S. Pietro,7120,7141,Institution paying Bernini a monthly salary.
m-chp1-secii-0530,chp-1:01_CHP-1_sec_ii:l168-239,cand-1351,Pieter van Laer,7306,7321,Member named in the academy note.
m-chp1-secii-0531,chp-1:01_CHP-1_sec_ii:l168-239,cand-0633,Cerquozzi,7326,7335,Artist named as an academy member; candidate identifies Michelangelo Cerquozzi.
m-chp1-secii-0533,chp-1:01_CHP-1_sec_ii:l168-239,cand-3522,Hoogewerff,7268,7278,Scholar who published the academy member list; identity unresolved.
m-chp1-secii-0534,chp-1:01_CHP-1_sec_ii:l168-239,cand-3522,Hoogewerff,7400,7410,Scholar who published the academy member list; identity unresolved.
m-chp1-secii-0535,chp-1:01_CHP-1_sec_ii:l168-239,cand-3522,Hoogewerff,8474,8484,Scholar who published the academy member list; identity unresolved.
m-chp1-secii-0536,chp-1:01_CHP-1_sec_ii:l168-239,cand-3523,Francesco Novetti,7554,7571,Sender of the 1670 letter to Antonio Ruffo.
m-chp1-secii-0537,chp-1:01_CHP-1_sec_ii:l168-239,cand-3019,Charles V,7726,7735,Emperor whose honours for Titian are compared.
m-chp1-secii-0538,chp-1:01_CHP-1_sec_ii:l168-239,cand-3019,Charles V,7970,7979,Emperor whose honours for Titian are compared.
m-chp1-secii-0539,chp-1:01_CHP-1_sec_ii:l168-239,cand-1077,Frederick III,7881,7894,Holy Roman Emperor named in the earlier title example.
m-chp1-secii-0540,chp-1:01_CHP-1_sec_ii:l168-239,cand-0269,Gentile Bellini,7911,7926,Painter made Count Palatine by Frederick III.
m-chp1-secii-0541,chp-1:01_CHP-1_sec_ii:l168-239,cand-2630,Titian,7988,7994,Painter ennobled by Charles V.
m-chp1-secii-0542,chp-1:01_CHP-1_sec_ii:l168-239,cand-3524,Imperial Consistory,8050,8069,Institutional body named in the title granted to Titian.
m-chp1-secii-0543,chp-1:01_CHP-1_sec_ii:l168-239,cand-0633,Michelangelo Cerquozzi,8403,8425,Artist whose title is cited as an example.
m-chp1-secii-0544,chp-1:01_CHP-1_sec_ii:l168-239,cand-3525,Narducci,8445,8453,Bibliographic author cited for Procaccini’s parents; identity unresolved.
m-chp1-secii-0545,chp-1:01_CHP-1_sec_ii:l168-239,cand-2997,Andrea Procaccini,8561,8578,Painter whose parents’ response to his profession is described.
m-chp1-secii-0546,chp-1:01_CHP-1_sec_ii:l168-239,cand-3526,G. Delogu,8892,8901,Author cited for the untraced comedy; initials retained and identity unresolved.
m-chp1-secii-0547,chp-1:01_CHP-1_sec_ii:l168-239,cand-0371,G. L. Bianconi,8985,8999,Letter author cited on the stereotype of the eccentric painter.
m-chp1-secii-0548,chp-1:01_CHP-1_sec_ii:l168-239,cand-1730,Paolo Negri,9205,9216,Sender of the 1676 letter quoted by the author.
m-chp1-secii-0549,chp-1:01_CHP-1_sec_ii:l168-239,cand-3527,Marchese di S. Tommaso,9220,9242,Recipient of Negri’s letter; identity unresolved.
m-chp1-secii-0550,chp-1:01_CHP-1_sec_ii:l168-239,cand-3528,Clarctta,9278,9286,Scholar cited for the Negri letter; OCR spelling and identity unresolved.
m-chp1-secii-0551,chp-1:01_CHP-1_sec_ii:l168-239,cand-3529,This comedy,8788,8799,Comedy mentioned by Pascoli but not traced by the author; title and authorship unknown.
m-chp1-secii-0552,chp-1:01_CHP-1_sec_ii:l168-239,cand-3531,Biblioteca Augusta,431,449,Repository of the cited unpublished Trevisani life.
m-chp1-secii-0553,chp-1:01_CHP-1_sec_ii:l168-239,cand-3532,Perugia,451,458,City named as the repository location.
m-chp1-secii-0554,chp-1:01_CHP-1_sec_ii:l168-239,cand-3533,unpublished life of Trevisani,387,416,Unpublished manuscript life cited in the note; exact title unavailable.
m-chp1-secii-0555,chp-1:01_CHP-1_sec_ii:l168-239,cand-3534,Naples,2729,2735,Place where Lanfranco’s 1640 letter was dated.
m-chp1-secii-0556,chp-1:01_CHP-1_sec_ii:l168-239,cand-3535,Bellori,2194,2201,Author cited for the contract example.
m-chp1-secii-0557,chp-1:01_CHP-1_sec_ii:l168-239,cand-3535,Bellori,7145,7152,Author cited for the contract example.
m-chp1-secii-0558,chp-1:01_CHP-1_sec_ii:l168-239,cand-0021,Albani,3980,3986,Surname-only reference to Francesco Albani in the material-supply example.
m-chp1-secii-0559,chp-1:01_CHP-1_sec_ii:l168-239,cand-0021,Albani,5077,5083,Surname-only reference to Francesco Albani in the material-supply example.
m-chp1-secii-0560,chp-1:01_CHP-1_sec_ii:l168-239,cand-3536,Chiesa de’ Servi in Bologna,5152,5179,Church named as the intended site of Gozadini’s altarpiece.
m-chp1-secii-0561,chp-1:01_CHP-1_sec_ii:l168-239,cand-3031,Balditiucci,6202,6213,OCR variant of Baldinucci in the source transcription.
