relation_id,subject_ku_id,object_ku_id,predicate,time,role,scope,origin,status,source_id,source_span,source_file,note
rel-0599,units/works/caravaggio-portrait-fillide,units/persons/caravaggio,created_by,,创作者,又名《一位交际花的肖像》；与人物菲利德及她作为其他画作模特的推测分开。,external,formal,src-4c5f28cc9888353b,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/Portrait_of_a_Courtesan_(Caravaggio),具体对象页将Portrait of Fillide Melandroni归于卡拉瓦乔；本边保留版本边界。
rel-0600,units/works/caravaggio-portrait-fillide,units/persons/marchese-giustiniani-ch1,owned_by,1638年前至1812,朱斯蒂尼亚尼收藏,又名《一位交际花的肖像》；与人物菲利德及她作为其他画作模特的推测分开。,external,formal,src-4c5f28cc9888353b,本卡S2；有S4时并参流传段,https://en.wikipedia.org/wiki/Portrait_of_a_Courtesan_(Caravaggio),来源支持该端点在所列时期收藏或拥有Portrait of Fillide Melandroni；不等于当前保管。
rel-0601,units/works/caravaggio-portrait-wignacourt,units/persons/caravaggio,created_by,,创作者,维尼亚库尔为被表现者；侍从身份未在本轮解决。,external,formal,src-247621ddd635cc91,本卡S2；有S4时并参对象字段,https://collections.louvre.fr/ark:/53355/cl010062328,具体对象页将Portrait of Alof de Wignacourt and his Page归于卡拉瓦乔；本边保留版本边界。
rel-0602,units/works/caravaggio-portrait-wignacourt,units/institutions/louvre-museum,held_by,本轮来源访问时,保管机构,现存,external,formal,src-247621ddd635cc91,本卡S2；有S4时并参对象字段,https://collections.louvre.fr/ark:/53355/cl010062328,当前对象记录将Portrait of Alof de Wignacourt and his Page列由该机构保管；保管不自动等于产权。
rel-0603,units/works/caravaggio-raising-lazarus,units/persons/caravaggio,created_by,,创作者,为墨西拿拉扎里礼拜堂相关委托；当前馆藏在墨西拿区域博物馆。,external,formal,src-66c6f2651968e23a,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/The_Raising_of_Lazarus_(Caravaggio),具体对象页将The Raising of Lazarus归于卡拉瓦乔；本边保留版本边界。
rel-0604,units/works/caravaggio-raising-lazarus,units/institutions/regional-museum-messina,held_by,本轮来源访问时,保管机构,现存,external,formal,src-66c6f2651968e23a,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/The_Raising_of_Lazarus_(Caravaggio),当前对象记录将The Raising of Lazarus列由该机构保管；保管不自动等于产权。
rel-0605,units/works/caravaggio-raising-lazarus,units/persons/giovanni-battista-de-lazzari,commissioned_by,1609,委托人／委托机构,为墨西拿拉扎里礼拜堂相关委托；当前馆藏在墨西拿区域博物馆。,external,formal,src-66c6f2651968e23a,本卡S2；有S4时并参委托／历史段,https://en.wikipedia.org/wiki/The_Raising_of_Lazarus_(Caravaggio),来源明确该端点承担The Raising of Lazarus的委托角色；不由委托推定当前所有权。
rel-0606,units/works/caravaggio-rest-flight-egypt,units/persons/caravaggio,created_by,,创作者,可能的委托人存在不同意见，不建立确定委托边。,external,formal,src-8045aeb3d6fabd3c,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/Rest_on_the_Flight_into_Egypt_(Caravaggio),具体对象页将Rest on the Flight into Egypt归于卡拉瓦乔；本边保留版本边界。
rel-0607,units/works/caravaggio-rest-flight-egypt,units/institutions/galleria-doria-pamphilj,held_by,本轮来源访问时,保管机构,现存,external,formal,src-8045aeb3d6fabd3c,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/Rest_on_the_Flight_into_Egypt_(Caravaggio),当前对象记录将Rest on the Flight into Egypt列由该机构保管；保管不自动等于产权。
rel-0608,units/works/caravaggio-sacrifice-isaac-princeton,units/works/caravaggio-sacrifice-isaac-uffizi,variant_of,,同题异版／复制关系,2014年以Bartolomeo Cavarozzi作品出售；不建立确定的卡拉瓦乔创作者边。,external,formal,src-3f3d6d748764e2cb,本卡S2；版本段,https://en.wikipedia.org/wiki/Sacrifice_of_Isaac_(Caravaggio),本对象与所链对象为同题不同实物、版本或复制关系，不共享QID、尺寸或馆藏。
rel-0609,units/works/caravaggio-sacrifice-isaac-uffizi,units/persons/caravaggio,created_by,,创作者,乌菲齐以付款证据支持卡拉瓦乔作者身份；与普林斯顿旧藏争议对象分开。,external,formal,src-ed05ef384aebe7e0,本卡S2；有S4时并参对象字段,https://www.uffizi.it/en/artworks/sacrifice-of-isaac,具体对象页将Sacrifice of Isaac (Uffizi version)归于卡拉瓦乔；本边保留版本边界。
rel-0610,units/works/caravaggio-sacrifice-isaac-uffizi,units/institutions/uffizi-gallery,held_by,本轮来源访问时,保管机构,现存,external,formal,src-ed05ef384aebe7e0,本卡S2；有S4时并参对象字段,https://www.uffizi.it/en/artworks/sacrifice-of-isaac,当前对象记录将Sacrifice of Isaac (Uffizi version)列由该机构保管；保管不自动等于产权。
rel-0611,units/works/caravaggio-sacrifice-isaac-uffizi,units/persons/urbano-viii,commissioned_by,约1603,委托人／委托机构,乌菲齐以付款证据支持卡拉瓦乔作者身份；与普林斯顿旧藏争议对象分开。,external,formal,src-ed05ef384aebe7e0,本卡S2；有S4时并参委托／历史段,https://www.uffizi.it/en/artworks/sacrifice-of-isaac,来源明确该端点承担Sacrifice of Isaac (Uffizi version)的委托角色；不由委托推定当前所有权。
rel-0612,units/works/caravaggio-saint-catherine-alexandria,units/persons/caravaggio,created_by,,创作者,本卡采用提森馆藏对象，不把可能的模特身份改写成作品创作者关系。,external,formal,src-5cfbda3b061687ce,本卡S2；有S4时并参对象字段,https://www.museothyssen.org/en/collection/artists/caravaggio/saint-catherine-alexandria,具体对象页将Saint Catherine of Alexandria归于卡拉瓦乔；本边保留版本边界。
rel-0613,units/works/caravaggio-saint-catherine-alexandria,units/institutions/thyssen-bornemisza-museum,held_by,本轮来源访问时,保管机构,现存,external,formal,src-5cfbda3b061687ce,本卡S2；有S4时并参对象字段,https://www.museothyssen.org/en/collection/artists/caravaggio/saint-catherine-alexandria,当前对象记录将Saint Catherine of Alexandria列由该机构保管；保管不自动等于产权。
rel-0614,units/works/caravaggio-saint-francis-ecstasy,units/persons/caravaggio,created_by,,创作者,页面称可能应德尔·蒙特要求而作，措辞不足以登记确定委托边。,external,formal,src-4903cea2494233eb,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/Saint_Francis_of_Assisi_in_Ecstasy_(Caravaggio),具体对象页将Saint Francis of Assisi in Ecstasy归于卡拉瓦乔；本边保留版本边界。
rel-0615,units/works/caravaggio-saint-francis-ecstasy,units/institutions/wadsworth-atheneum,held_by,本轮来源访问时,保管机构,现存,external,formal,src-4903cea2494233eb,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/Saint_Francis_of_Assisi_in_Ecstasy_(Caravaggio),当前对象记录将Saint Francis of Assisi in Ecstasy列由该机构保管；保管不自动等于产权。
rel-0616,units/works/caravaggio-saint-jerome-borghese,units/persons/caravaggio,created_by,,创作者,与瓦莱塔版本分开；Q2715177只用于博尔盖塞对象。,external,formal,src-aafcdceb17acad20,本卡S2；有S4时并参对象字段,https://www.collezionegalleriaborghese.it/en/opere/saint-jerome,具体对象页将Saint Jerome Writing (Borghese version)归于卡拉瓦乔；本边保留版本边界。
rel-0617,units/works/caravaggio-saint-jerome-borghese,units/institutions/galleria-borghese,held_by,本轮来源访问时,保管机构,现存,external,formal,src-aafcdceb17acad20,本卡S2；有S4时并参对象字段,https://www.collezionegalleriaborghese.it/en/opere/saint-jerome,当前对象记录将Saint Jerome Writing (Borghese version)列由该机构保管；保管不自动等于产权。
rel-0618,units/works/caravaggio-saint-jerome-borghese,units/persons/cardinal-borghese-ch1,commissioned_by,约1605–1606,委托人／委托机构,与瓦莱塔版本分开；Q2715177只用于博尔盖塞对象。,external,formal,src-aafcdceb17acad20,本卡S2；有S4时并参委托／历史段,https://www.collezionegalleriaborghese.it/en/opere/saint-jerome,来源明确该端点承担Saint Jerome Writing (Borghese version)的委托角色；不由委托推定当前所有权。
rel-0619,units/works/caravaggio-saint-jerome-valletta,units/persons/caravaggio,created_by,,创作者,与博尔盖塞版本分开；保管机构与实际安置地点分别表达。,external,formal,src-8a1bb85e3ad9ab86,本卡S2；有S4时并参对象字段,https://www.stjohnscocathedral.com/the-co-cathedral/caravaggio/,具体对象页将Saint Jerome Writing (Valletta version)归于卡拉瓦乔；本边保留版本边界。
rel-0620,units/works/caravaggio-saint-jerome-valletta,units/institutions/heritage-malta,held_by,本轮来源访问时,保管机构,现存,external,formal,src-8a1bb85e3ad9ab86,本卡S2；有S4时并参对象字段,https://www.stjohnscocathedral.com/the-co-cathedral/caravaggio/,当前对象记录将Saint Jerome Writing (Valletta version)列由该机构保管；保管不自动等于产权。
rel-0621,units/works/caravaggio-saint-jerome-valletta,units/places/st-johns-co-cathedral,installed_at,见作品字段,安置地点,现存,external,formal,src-8a1bb85e3ad9ab86,本卡S2；有S4时并参对象／地点说明,https://www.stjohnscocathedral.com/the-co-cathedral/caravaggio/,来源将Saint Jerome Writing (Valletta version)与该实际或历史安置地点对应。
rel-0622,units/works/caravaggio-salome-madrid,units/persons/caravaggio,created_by,,创作者,与伦敦版本及《施洗者圣约翰斩首》分开。,external,formal,src-37d5ca9cbe2f31b6,本卡S2；有S4时并参对象字段,https://www.patrimonionacional.es/colecciones-reales/pintura/salome-con-la-cabeza-del-bautista,具体对象页将Salome with the Head of John the Baptist (Madrid version)归于卡拉瓦乔；本边保留版本边界。
rel-0623,units/works/caravaggio-salome-madrid,units/institutions/royal-collections-gallery,held_by,本轮来源访问时,保管机构,现存,external,formal,src-37d5ca9cbe2f31b6,本卡S2；有S4时并参对象字段,https://www.patrimonionacional.es/colecciones-reales/pintura/salome-con-la-cabeza-del-bautista,当前对象记录将Salome with the Head of John the Baptist (Madrid version)列由该机构保管；保管不自动等于产权。
rel-0624,units/works/caravaggio-seven-works-mercy,units/persons/caravaggio,created_by,,创作者,仍在委托机构建筑内；委托者、保管者和安置地点角色分开。,external,formal,src-43f05420d43d66ef,本卡S2；有S4时并参对象字段,https://www.piomontedellamisericordia.it/portfolio/michelangelo-merisi-detto-caravaggio-le-opere-della-misericordia-1607/,具体对象页将The Seven Works of Mercy归于卡拉瓦乔；本边保留版本边界。
rel-0625,units/works/caravaggio-seven-works-mercy,units/institutions/pio-monte-della-misericordia,held_by,本轮来源访问时,保管机构,现存,external,formal,src-43f05420d43d66ef,本卡S2；有S4时并参对象字段,https://www.piomontedellamisericordia.it/portfolio/michelangelo-merisi-detto-caravaggio-le-opere-della-misericordia-1607/,当前对象记录将The Seven Works of Mercy列由该机构保管；保管不自动等于产权。
rel-0626,units/works/caravaggio-seven-works-mercy,units/places/pio-monte-della-misericordia-church,installed_at,1606–1607起；现状见本轮官方页面,教堂内主祭坛安置地点,具体建筑位置；不等同仁慈山会机构身份,external,formal,src-43f05420d43d66ef,本卡S4；作品仍在教堂／礼拜堂及主祭坛说明,https://www.piomontedellamisericordia.it/portfolio/michelangelo-merisi-detto-caravaggio-le-opere-della-misericordia-1607/,官方页面明确作品安置在仁慈山会教堂／礼拜堂的主祭坛；与委托和保管机构分开。
rel-0627,units/works/caravaggio-seven-works-mercy,units/institutions/pio-monte-della-misericordia,commissioned_by,1606–1607,委托人／委托机构,仍在委托机构建筑内；委托者、保管者和安置地点角色分开。,external,formal,src-43f05420d43d66ef,本卡S2；有S4时并参委托／历史段,https://www.piomontedellamisericordia.it/portfolio/michelangelo-merisi-detto-caravaggio-le-opere-della-misericordia-1607/,来源明确该端点承担The Seven Works of Mercy的委托角色；不由委托推定当前所有权。
rel-0628,units/works/caravaggio-supper-emmaus-london,units/persons/caravaggio,created_by,,创作者,与1606年米兰版本分开；本轮清单指伦敦NG172。,external,formal,src-449ed1563b789d77,本卡S2；有S4时并参对象字段,https://www.nationalgallery.org.uk/paintings/michelangelo-merisi-da-caravaggio-the-supper-at-emmaus,具体对象页将Supper at Emmaus (London version)归于卡拉瓦乔；本边保留版本边界。
rel-0629,units/works/caravaggio-supper-emmaus-london,units/institutions/national-gallery-london,held_by,本轮来源访问时,保管机构,现存,external,formal,src-449ed1563b789d77,本卡S2；有S4时并参对象字段,https://www.nationalgallery.org.uk/paintings/michelangelo-merisi-da-caravaggio-the-supper-at-emmaus,当前对象记录将Supper at Emmaus (London version)列由该机构保管；保管不自动等于产权。
rel-0630,units/works/caravaggio-supper-emmaus-london,units/persons/ciriaco-mattei,commissioned_by,1601,委托人／委托机构,与1606年米兰版本分开；本轮清单指伦敦NG172。,external,formal,src-449ed1563b789d77,本卡S2；有S4时并参委托／历史段,https://www.nationalgallery.org.uk/paintings/michelangelo-merisi-da-caravaggio-the-supper-at-emmaus,来源明确该端点承担Supper at Emmaus (London version)的委托角色；不由委托推定当前所有权。
rel-0631,units/works/caravaggio-taking-christ-dublin,units/persons/caravaggio,created_by,,创作者,爱尔兰国家美术馆长期借展；保管不等于产权。,external,formal,src-85ed34e6bf26e695,本卡S2；有S4时并参对象字段,https://www.nationalgallery.ie/art-and-artists/exhibitions/past-exhibitions/caravaggio-25-years-display/caravaggios-taking-0,具体对象页将The Taking of Christ (Dublin version)归于卡拉瓦乔；本边保留版本边界。
rel-0632,units/works/caravaggio-taking-christ-dublin,units/institutions/national-gallery-of-ireland,held_by,本轮来源访问时,保管机构,现存,external,formal,src-85ed34e6bf26e695,本卡S2；有S4时并参对象字段,https://www.nationalgallery.ie/art-and-artists/exhibitions/past-exhibitions/caravaggio-25-years-display/caravaggios-taking-0,当前对象记录将The Taking of Christ (Dublin version)列由该机构保管；保管不自动等于产权。
rel-0633,units/works/caravaggio-taking-christ-dublin,units/persons/ciriaco-mattei,commissioned_by,1602,委托人／委托机构,爱尔兰国家美术馆长期借展；保管不等于产权。,external,formal,src-85ed34e6bf26e695,本卡S2；有S4时并参委托／历史段,https://www.nationalgallery.ie/art-and-artists/exhibitions/past-exhibitions/caravaggio-25-years-display/caravaggios-taking-0,来源明确该端点承担The Taking of Christ (Dublin version)的委托角色；不由委托推定当前所有权。
rel-0634,units/works/caravaggio-taking-christ-odesa,units/institutions/odesa-museum-western-eastern-art,held_by,本轮来源访问时,保管机构,现存复制品；作者未定,external,formal,src-ac741a73e2e14310,本卡S2；有S4时并参对象字段,https://en.wikipedia.org/wiki/The_Taking_of_Christ_(Caravaggio),当前对象记录将The Taking of Christ (Odesa copy)列由该机构保管；保管不自动等于产权。
rel-0635,units/works/caravaggio-taking-christ-odesa,units/works/caravaggio-taking-christ-dublin,variant_of,,同题异版／复制关系,2008年被盗、2010年寻回；部分专家认为是同时代复制品，不建立卡拉瓦乔创作者边。,external,formal,src-ac741a73e2e14310,本卡S2；版本段,https://en.wikipedia.org/wiki/The_Taking_of_Christ_(Caravaggio),本对象与所链对象为同题不同实物、版本或复制关系，不共享QID、尺寸或馆藏。
rel-0636,units/works/caravaggio-young-sick-bacchus,units/persons/caravaggio,created_by,,创作者,“自画像”是常见解释，不能由题名反推完整医学诊断。,external,formal,src-c9ee9e1a9d486a5b,本卡S2；有S4时并参对象字段,https://www.collezionegalleriaborghese.it/en/opere/self-portrait-as-bacchus-known-as-sick-bacchus/,具体对象页将Young Sick Bacchus归于卡拉瓦乔；本边保留版本边界。
rel-0637,units/works/caravaggio-young-sick-bacchus,units/institutions/galleria-borghese,held_by,本轮来源访问时,保管机构,现存,external,formal,src-c9ee9e1a9d486a5b,本卡S2；有S4时并参对象字段,https://www.collezionegalleriaborghese.it/en/opere/self-portrait-as-bacchus-known-as-sick-bacchus/,当前对象记录将Young Sick Bacchus列由该机构保管；保管不自动等于产权。
rel-0638,units/works/carlo-dolci-sir-john-finch,units/persons/carlo-dolci,created_by,1665–1670,画家,PD.12-1972,external,formal,src-9565705b2147bf86,Maker(s)、Dating,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0639,units/works/carlo-dolci-sir-john-finch,units/persons/john-finch,has_subject,,描绘人物,PD.12-1972，不与贝恩斯肖像混合,external,formal,src-9565705b2147bf86,Titles、People depicted,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0640,units/works/carlo-dolci-sir-john-finch,units/persons/john-finch,commissioned_by,驻佛罗伦萨期间,委托人,Finch委托本人和Baines肖像；本边只指本人肖像,external,formal,,Finch标签：commissioned not only this portrait and that of Baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0641,units/works/carlo-dolci-sir-john-finch,units/institutions/fitzwilliam-museum,held_by,,保管机构,PD.12-1972保管馆,external,formal,src-9565705b2147bf86,Associated departments & institutions、Identification numbers,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0642,units/works/carlo-dolci-sir-john-finch,units/institutions/fitzwilliam-museum,acquired_by,1972,受赠接收馆,1972年赠入，区别旧藏流传及1947拍卖,external,formal,src-9565705b2147bf86,Legal notes、Acquisition and important dates,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0643,units/works/carlo-dolci-sir-john-finch,units/institutions/national-art-collections-fund,contributed_by,1972,赠出机构,将PD.12-1972赠入菲茨威廉博物馆,external,formal,src-9565705b2147bf86,Legal notes、Acquisition and important dates,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0644,units/works/carlo-dolci-sir-john-finch,units/works/carlo-dolci-sir-thomas-baines,pendant_of,,配对肖像,馆方明确两肖像成对；单侧记录，反向导航,external,formal,,首段及两件作品标签,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0645,units/works/carlo-dolci-sir-john-finch,units/places/florence,located_at,1665–1670,创作城市,作画城市，不表示现藏所在地,external,formal,src-9565705b2147bf86,Dating及Note：Painted in Florence,https://data.fitzmuseum.cam.ac.uk/id/object/922,
rel-0646,units/works/carlo-dolci-sir-thomas-baines,units/institutions/royal-academy,supplied_by,,本书复制图像供片者,《赞助人与画家》图版30b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 168–169; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0647,units/works/carlo-dolci-sir-thomas-baines,units/persons/carlo-dolci,created_by,约1665–1670,画家,PD.13-1972贝恩斯肖像,external,formal,,The paintings’ current labels：Baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0648,units/works/carlo-dolci-sir-thomas-baines,units/persons/thomas-baines,has_subject,,描绘对象,PD.13-1972题名所指人物，区别芬奇肖像PD.12-1972,external,formal,,The paintings’ current labels：Sir Thomas Baines,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0649,units/works/carlo-dolci-sir-thomas-baines,units/persons/john-finch,commissioned_by,驻佛罗伦萨期间；作品约1665–1670,委托人,Finch标签明确同时委托其本人及Baines肖像；本边只指PD.13-1972,external,formal,,The paintings’ current labels：Finch的commissioned段,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0650,units/works/carlo-dolci-sir-thomas-baines,units/institutions/fitzwilliam-museum,held_by,,保管机构,PD.13-1972，网页介绍其在馆内Gallery 3；与供片机构Royal Academy不同,external,formal,,首段及Baines标签PD.13-1972,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0651,units/works/carlo-dolci-sir-thomas-baines,units/places/florence,located_at,1665–1670,创作城市,贝恩斯肖像创作城市；不表示现藏地点,external,formal,,Baines标签：This portrait was painted in Florence,https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0652,units/works/carlo-dolci-sir-thomas-baines,units/institutions/fitzwilliam-museum,acquired_by,1972,受赠接收馆,PD.13-1972，馆方标签记1972年由National Art-Collections Fund赠入；本边仅表达接收机构,external,formal,,"Baines标签：Given by the National Art-Collections Fund, 1972",https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0653,units/works/carlo-dolci-sir-thomas-baines,units/institutions/national-art-collections-fund,contributed_by,1972,赠出机构,将PD.13-1972赠入菲茨威廉博物馆,external,formal,,"Baines标签：Given by the National Art-Collections Fund, 1972",https://www.museums.cam.ac.uk/magic/finch-and-baines,
rel-0654,units/works/carlo-maratta-cardinal-antonio-barberini,units/institutions/royal-academy,supplied_by,,本书复制图像供片者,《赞助人与画家》图版3b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 168–169; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0655,units/works/carlo-maratta-charles-fox,units/institutions/royal-academy,supplied_by,,本书复制图像供片者,《赞助人与画家》图版31a的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 168–169; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0656,units/works/carlo-maratta-sir-thomas-isham,units/institutions/royal-academy,supplied_by,,本书复制图像供片者,《赞助人与画家》图版31b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 168–169; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0657,units/works/claude-mellan-vincenzo-giustiniani,units/institutions/stearn-and-son,supplied_by,,本书复制图像供片者,《赞助人与画家》图版17b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,PDF13；印刷xvi；图片来源；lines 171–171,02-sources/01-book/CHP-0Cover.pdf,
rel-0658,units/works/claude-mellan-vincenzo-giustiniani,units/persons/claude-mellan,created_by,,原书署名作者,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,haskell-1980-rev-ed,lines 70–70; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0659,units/works/claude-mellan-vincenzo-giustiniani,units/persons/marchese-giustiniani-ch1,has_subject,,肖像人物,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,haskell-1980-rev-ed,lines 70–70; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0660,units/works/claude-view-of-delphi-with-a-procession,units/persons/claude-lorrain,created_by,,原书署名作者,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,haskell-1980-rev-ed,lines 72–72; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0661,units/works/claude-view-of-delphi-with-a-procession,units/places/delphi,has_subject,,描绘地点,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,haskell-1980-rev-ed,lines 72–72; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0662,units/works/claude-view-of-delphi-with-a-procession,units/institutions/art-institute-of-chicago,held_by,本书所述时点,书中保管机构,图版19b；德尔斐为图像地点，Robert A.Waller Fund为收藏资助线索,book,formal,haskell-1980-rev-ed,lines 72–72; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0663,units/works/domenichino-hunt-of-diana,units/persons/domenichino,created_by,,原书署名作者,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,haskell-1980-rev-ed,lines 47–47; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0664,units/works/domenichino-hunt-of-diana,units/places/villa-borghese,located_at,本书所述时点,书中建筑位置,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,haskell-1980-rev-ed,lines 47–47; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0665,units/works/domenichino-hunt-of-diana,units/persons/pietro-aldobrandini,commissioned_by,,委托人,博尔盖塞美术馆称作品原为其委托；区分其与后来的取得者Scipione Borghese,external,formal,,"Catalogue entry, paragraphs 1–2",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0666,units/works/domenichino-hunt-of-diana,units/places/villa-aldobrandini-frascati,intended_for,,原定安置地,原定用途不等于实际安置；Frascati villa与Villa Aldobrandini的地点识别另由地区官方资料支持,external,formal,,"Catalogue entry, paragraphs 1–2; intended destination named as the villa at Frascati",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0667,units/works/domenichino-hunt-of-diana,units/persons/cardinal-borghese-ch1,acquired_by,1617,取得者；馆方叙述为强行取走后付款,1617年取得；150 scudi是《狄安娜狩猎》与《库迈女先知》两件作品合计，争议的其他付款记载不归并为单件确定价款,external,formal,,"Object details, Provenance; Catalogue entry, paragraphs 1–2",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0668,units/works/domenichino-hunt-of-diana,units/institutions/kingdom-of-italy,acquired_by,1902,取得者；馆方原称意大利国家,1902年“意大利国家”记录按当时存续的意大利王国定位；不表示当前产权,external,formal,,"Object details, Provenance: purchased by Italian State, 1902",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0669,units/works/domenichino-hunt-of-diana,units/institutions/galleria-borghese,held_by,2026-09-25访问时,馆藏保管机构,依据馆方当前对象目录；不等同法律所有权,external,formal,,"Object details, Inventory 053 and Location, current catalogue record",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0670,units/works/domenichino-hunt-of-diana,units/places/room-19-helen-and-paris,located_at,2026-09-25访问时,当前陈列展厅,当前馆方目录所列位置；区别于原定Frascati安置地,external,formal,,"Object details, Location; confirmed by Galleria Borghese Room 19 page",https://www.collezionegalleriaborghese.it/en/opere/the-hunting-of-diana,
rel-0671,units/works/domenichino-hunt-of-diana,units/places/rome,located_at,本书所述时点,书中所在城市,图版07所列作品；建筑位置不自动转为博物馆产权或创作地点,book,formal,haskell-1980-rev-ed,lines 47–47; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0672,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/institutions/stearn-and-son,supplied_by,,本书复制图像供片者,《赞助人与画家》图版63的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,PDF13；印刷xvi；图片来源；lines 171–171,02-sources/01-book/CHP-0Cover.pdf,
rel-0673,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/persons/domenico-cerato,created_by,,原书署名作者,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,haskell-1980-rev-ed,lines 147–147; 章前：图版目录；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0674,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,units/places/pra-della-valle,intended_for,,整治方案所拟用于的广场,原书图版署名及题名；不据此外推具体印本或现藏,book,formal,haskell-1980-rev-ed,lines 147–147; 章前：图版目录；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0675,units/works/facade-of-s-maria-del-giglio,units/places/s-maria-del-giglio,part_of,,所属建筑,图版41a；立面是教堂建筑构件，作品与整座教堂分别登记,book,formal,haskell-1980-rev-ed,lines 112–112; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0676,units/works/facade-of-s-maria-del-giglio,units/places/venice,located_at,本书所述时点,所在城市,图版41a；立面是教堂建筑构件，作品与整座教堂分别登记,book,formal,haskell-1980-rev-ed,lines 112–112; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0677,units/works/ferri-laparelli-altarpiece,units/persons/annibale-laparelli,commissioned_by,,,,book,formal,haskell-1980-rev-ed,lines 507–508; print pp. 13,02-sources/02-Markdown/01_CHP-1.md,为 Laparelli 作祭坛画并议定 50 加 180 scudi 付款。
rel-0678,units/works/ferri-laparelli-altarpiece,units/places/cortona,located_at,,,,book,formal,haskell-1980-rev-ed,lines 507–508; print pp. 13,02-sources/02-Markdown/01_CHP-1.md,来源明确工程在 Cortona，具体教堂不明。
